label,side,n,hit,mean_ret,median_ret,p75,p25
S1_bear,K<S,9756,0.5926609266092661,0.014514537522521643,0.012331491649611125,0.05362821861120173,-0.027765094712944395
S1_bear,K>S,17312,0.5808109981515711,0.012617830469414964,0.010757357718870484,0.052114363172038894,-0.028029068666102386
None,K<S,19647,0.5783580190359852,0.012374782248848025,0.012438384670778428,0.05240669536823012,-0.026504868296088606
None,K>S,26922,0.5700913750835748,0.011590676802413921,0.011854069389210948,0.05256951879248997,-0.027304359474509318
S1_bull,K<S,2636,0.5508345978755691,0.0007137735408348816,0.005465697173156064,0.04628639579483631,-0.03958971467074045
S1_bull,K>S,3068,0.49934810951760106,-0.0009962011343571313,-0.0011422430148976728,0.04628639579483631,-0.03958971467074045
