QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,call_mid,put_mid,T,parity_residual,iv_gap,moneyness,side,score,label
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-01,1648843200,38.96, 0.231180, 0.006550, 0.233070, -0.179450, 0.051700,0.60955, 9.000000, 5.630000, 39 x 24,5.55,5.85,275.0,44.2,45.5, 5 x 12, 41.350000, -0.846950, 0.005940, 0.176990, -0.099280, -0.177670,0.44986, 1.000000,38.6,0.163,5.699999999999999,44.85,0.10673972602739726,-1.48941458142815,0.15969000000000005,1.1631841637763303,K>S,1.6781841304281502,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-14,1649966400,51.96, 0.260520, 0.006270, 0.286500, -0.161000, 0.077070,0.58824, 98.000000, 7.550000, 56 x 48,7.25,7.45,275.0,45.65,46.5, 19 x 16, 45.000000, -0.810680, 0.006200, 0.234830, -0.098780, -0.246000,0.44677, 14.000000,38.6,0.163,7.35,46.075,0.14235616438356163,-1.370148895840039,0.14146999999999998,1.1631841637763303,K>S,1.5373805828400389,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-14,1649966400,51.96, 0.234660, 0.005970, 0.270300, -0.151390, 0.069030,0.58593, 93.000000, 6.350000, 28 x 18,6.25,6.5,280.0,49.65,50.4, 5 x 12, 52.400000, -0.845800, 0.005230, 0.203690, -0.081480, -0.235470,0.42998, 4.000000,43.6,0.184,6.375,50.025,0.14235616438356163,-1.3235392212484314,0.15594999999999998,1.1843329667540818,K>S,1.5078877162484314,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-01,1648843200,38.96, 0.203490, 0.006120, 0.216620, -0.166850, 0.046600,0.60759, 328.000000, 5.000000, 53 x 10,4.65,5.05,280.0,47.85,49.6, 5 x 22, 52.000000, -0.889100, 0.004160, 0.137410, -0.069740, -0.155350,0.41114, 2.000000,43.6,0.184,4.85,48.725,0.10673972602739726,-1.2357170179480192,0.19644999999999996,1.1843329667540818,K>S,1.4679405629480191,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-14,1649966400,51.96, 0.354100, 0.007020, 0.328580, -0.188860, 0.102150,0.60138, 146.000000, 11.210000, 75 x 41,11.15,11.35,260.0,34.75,35.25, 11 x 12, 32.650000, -0.695150, 0.008020, 0.307900, -0.140330, -0.239100,0.48468, 48.000000,23.6,0.1,11.25,35.0,0.14235616438356163,-1.309977919614738,0.11670000000000003,1.099737754843076,K>S,1.447928989614738,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-01,1648843200,38.96, 0.328880, 0.007630, 0.277310, -0.218880, 0.072770,0.62205, 27.000000, 9.550000, 25 x 13,9.05,9.45,260.0,32.6,33.75, 4 x 12, 36.310000, -0.729130, 0.008600, 0.252660, -0.154180, -0.182640,0.48747, 11.000000,23.6,0.1,9.25,33.175,0.10673972602739726,-1.2005072718685739,0.13457999999999998,1.099737754843076,K>S,1.3595942898685738,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-14,1649966400,51.96, 0.387940, 0.007190, 0.337630, -0.196530, 0.111300,0.60688, 105.000000, 13.230000, 39 x 51,12.75,13.0,255.0,31.4,31.7, 12 x 5, 32.870000, -0.654450, 0.008330, 0.324130, -0.151160, -0.230520,0.49151, 10.000000,18.6,0.079,12.875,31.549999999999997,0.14235616438356163,-1.2065875942062831,0.11536999999999997,1.0785889518653244,K>S,1.3429664712062832,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-14,1649966400,51.96, 0.423320, 0.007190, 0.345480, -0.202870, 0.121020,0.615, 399.000000, 14.650000, 11 x 76,14.65,14.85,250.0,28.25,28.6, 25 x 26, 26.050000, -0.611110, 0.008570, 0.337400, -0.161410, -0.219300,0.50337, 55.000000,13.6,0.057,14.75,28.425,0.14235616438356163,-1.178197268797863,0.11163000000000001,1.057440148887573,K>S,1.310155091797863,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-01,1648843200,38.96, 0.295240, 0.007260, 0.264480, -0.207470, 0.066180,0.62006, 22.000000, 8.570000, 60 x 1,7.7,8.25,265.0,36.15,37.45, 5 x 25, 29.600000, -0.773780, 0.007910, 0.228600, -0.134470, -0.185910,0.47241, 4.000000,28.6,0.121,7.975,36.8,0.10673972602739726,-1.1218097083884473,0.14764999999999995,1.1208865578208274,K>S,1.2963467733884473,None
1645477200, 2022-02-21 16:00,2022-02-21,16.0,236.42, 2022-04-14,1649966400,51.96, 0.322730, 0.006760, 0.316920, -0.181760, 0.093460,0.59947, 201.000000, 9.720000, 18 x 53,9.7,10.1,265.0,38.25,38.65, 12 x 4, 39.810000, -0.737270, 0.007530, 0.285680, -0.126460, -0.245780,0.47076, 49.000000,28.6,0.121,9.899999999999999,38.45,0.14235616438356163,-1.1383682450231376,0.12870999999999994,1.1208865578208274,K>S,1.2905163360231375,None
