label,side,n,hit,mean_ret,median_ret,p75,p25
S1_bull,K<S,2702,0.535899333826795,0.004834254667512749,0.003888372649149134,0.030584450451465583,-0.021036400555607956
S1_bull,K>S,3120,0.5282051282051282,0.004569378881958895,0.003888372649149134,0.030584450451465583,-0.02652888395555629
S1_bear,K<S,9756,0.5661131611316114,0.0027624069834612935,0.003577218569204265,0.0200679168333372,-0.012154710110779813
None,K>S,26927,0.5415382330003342,0.0021003242072574094,0.0022972550403189203,0.022306021513913837,-0.014430810663223638
None,K<S,19647,0.5479208021580902,0.002098185746337119,0.0022972550403189203,0.021711935219142126,-0.013503270828124702
S1_bear,K>S,17316,0.5570570570570571,0.0019864918282117235,0.0035256494981430225,0.019809816522766997,-0.013503270828124702
