ticker,adtv_10d,total_opt_vol,sum_oi,unique_strikes,med_rel_spread,ivxvol_sum,nearest_expiry,unique_strikes_near,opt_vol_near,oi_near,med_rel_spread_near,low_adtv_flag,low_adtv_cut,atm_iv_pct,_grp,mean_atm_iv,std_atm_iv,mean_optvol_near,atm_iv_z,vol_ratio,suspicious_flag
HUBS,1001970,1571,2064,5,0.36293436293436304,1094.1,2025-10-17,4,775,1063,0.8014598540145985,True,14334680.00000001,64.20934228515625,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.4591503580560415,0.011620620860770361,False
HWM,1587270,202,989,2,2.0,278.39,2025-10-17,2,202,989,2.0,True,14334680.00000001,71.21610815429688,defense,82.68200137695312,35.88429860686697,10215.52,-0.3195239608351182,0.01977383432267765,False
IAG,14764360,2585,6501,8,0.17369727047146405,2158.9900000000002,2025-10-17,4,1021,4219,0.13247863247863245,False,14334680.00000001,101.953423828125,mining,98.95338873650046,41.52811534498759,8375.411764705883,0.0722410604647543,0.12190445421471814,False
ICHR,948130,62,166,1,1.1428571428571428,75.8,2025-10-17,1,62,166,1.1428571428571428,True,14334680.00000001,202.73471533203127,chips,87.10723650750882,35.79945756047588,32872.31707317073,3.229866783014615,0.0018860854822613736,False
IDR,1030260,726,2543,5,0.5632028789923528,1530.89,2025-10-17,2,124,564,1.875,True,14334680.00000001,140.52764111328125,nuclear,95.37870717181582,61.23384879323365,9451.484848484848,0.7373198783228272,0.013119631675638588,False
INTU,1845820,2907,1423,15,1.1548022598870056,3599.09,2025-10-17,15,2907,1423,1.1548022598870056,True,14334680.00000001,40.66831793212891,ai,79.03060400604784,32.27975642585164,66691.78947368421,-1.1884317083382954,0.04358857399001218,False
IONQ,38100760,107453,177361,52,0.25409836065573776,162584.84,2025-10-17,42,68482,140443,0.32456140350877194,False,14334680.00000001,144.922150390625,ai,79.03060400604784,32.27975642585164,66691.78947368421,2.041265290707309,1.0268430423061625,False
JOBY,60116570,32283,101567,23,0.31884057971014496,47196.43,2025-10-17,19,19788,84440,0.38518518518518513,False,14334680.00000001,126.56286718749999,defense,82.68200137695312,35.88429860686697,10215.52,1.222843068253524,1.9370526414710165,False
KBR,1191110,1129,1157,2,1.8285714285714287,755.15,2025-11-21,2,1129,1157,1.8285714285714287,True,14334680.00000001,54.150849121093756,defense,82.68200137695312,35.88429860686697,10215.52,-0.7950873603085982,0.11051811361536172,False
KGC,14770910,4668,23293,14,0.47090828336664436,4119.76,2025-10-17,12,3113,19002,0.7665995975855131,False,14334680.00000001,68.94562304687501,mining,98.95338873650046,41.52811534498759,8375.411764705883,-0.7225891529230535,0.3716832183843463,False
KLAC,1159830,317,643,4,1.9343294595093157,322.89,2025-10-17,4,317,643,1.9343294595093157,True,14334680.00000001,57.025576232910154,chips,87.10723650750882,35.79945756047588,32872.31707317073,-0.8402825719853949,0.009643372546400894,False
KLIC,412960,50,59,1,2.0,426.76,2025-10-17,1,50,59,2.0,True,14334680.00000001,104.29718212890626,chips,87.10723650750882,35.79945756047588,32872.31707317073,0.4801733543688067,0.0015210366792430432,False
KTOS,5121130,2957,7084,20,0.9999999999999998,3731.94,2025-10-17,14,1793,4797,1.5785714285714287,True,14334680.00000001,107.61741650390624,defense,82.68200137695312,35.88429860686697,10215.52,0.6948837261704586,0.17551725218099518,False
LAC,96771100,120695,265695,12,0.15384615384615383,269343.05,2025-10-17,11,61801,141568,2.0,False,14334680.00000001,175.000125,mining,98.95338873650046,41.52811534498759,8375.411764705883,1.8312108707981212,7.378861091991965,False
LDOS,717470,390,434,2,1.5909090909090908,204.23000000000002,2025-11-21,2,390,434,1.5909090909090908,True,14334680.00000001,45.61821960449218,defense,82.68200137695312,35.88429860686697,10215.52,-1.0328690600453387,0.038177204880417245,False
LEU,1468870,11851,9794,24,0.22709270927092712,19043.07,2025-10-17,18,8719,6440,0.2556225764756571,True,14334680.00000001,154.8342102050781,nuclear,95.37870717181582,61.23384879323365,9451.484848484848,0.9709581253666376,0.9225005530636521,False
LHX,1058130,302,471,1,2.0,263.07,2025-10-17,1,302,471,2.0,True,14334680.00000001,56.92181750488281,defense,82.68200137695312,35.88429860686697,10215.52,-0.7178678383626185,0.02956286121509233,False
LSCC,1456790,1201,875,2,0.18750000000000003,934.46,2025-10-17,1,390,799,2.0,True,14334680.00000001,90.33240087890626,chips,87.10723650750882,35.79945756047588,32872.31707317073,0.09008975529724671,0.011864086098095738,False
LTBR,2879990,5670,26861,8,0.33333333333333337,12097.890000000001,2025-10-17,5,3661,14148,1.8333333333333333,True,14334680.00000001,193.16437011718747,nuclear,95.37870717181582,61.23384879323365,9451.484848484848,1.5969217168687426,0.38734654487510384,False
MCHP,7501480,4560,20774,10,1.3333333333333335,3842.78,2025-10-17,8,2743,19800,1.6666666666666667,True,14334680.00000001,61.62147753906251,chips,87.10723650750882,35.79945756047588,32872.31707317073,-0.7119034953362998,0.08344407222327335,False
MDB,1476680,4988,11693,15,0.8004667444574096,3233.55,2025-10-17,13,3508,11181,0.9557889277842604,True,14334680.00000001,56.12836840820312,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.7094922060658172,0.052600178038170874,False
META,13008700,295274,338624,94,0.06451612903225812,163483.82,2025-10-17,84,229511,259854,0.09708737864077678,True,14334680.00000001,40.99790447998046,ai,79.03060400604784,32.27975642585164,66691.78947368421,-1.1782213912744528,3.4413681475822795,False
MOS,5233310,1747,4866,7,0.3963133640552996,1570.62,2025-10-17,6,1646,4850,0.48210729931160046,True,14334680.00000001,83.49652636718751,mining,98.95338873650046,41.52811534498759,8375.411764705883,-0.3722023559438648,0.1965276509671166,False
MP,26337150,142026,168456,35,0.21954484605087005,210065.61,2025-10-17,27,81582,126961,0.2764227642276423,False,14334680.00000001,125.53748168945312,mining,98.95338873650046,41.52811534498759,8375.411764705883,0.6401468675404587,9.740655419926675,False
MPWR,584880,70,41,1,2.0,75.23,2025-10-17,1,70,41,2.0,True,14334680.00000001,70.92009060668946,chips,87.10723650750882,35.79945756047588,32872.31707317073,-0.45216176455954615,0.0021294513509402604,False
MRCY,719430,164,178,2,1.025681096004584,181.26,2025-10-17,1,68,69,0.30452674897119336,True,14334680.00000001,72.07059179687501,defense,82.68200137695312,35.88429860686697,10215.52,-0.2957117734508951,0.006656538286841982,False
MRVL,19262950,54510,208028,34,0.24141267537493954,50410.270000000004,2025-10-17,30,45896,183366,0.33403019744483164,False,14334680.00000001,72.41238525390625,chips,87.10723650750882,35.79945756047588,32872.31707317073,-0.41047692493045773,1.3961899886107743,False
MSFT,17183070,133334,339682,51,0.10931899641577056,48614.84,2025-10-17,43,91429,266091,0.16338028169014077,False,14334680.00000001,27.484856018066406,ai,79.03060400604784,32.27975642585164,66691.78947368421,-1.5968443908920076,1.3709183802314495,False
MT,1777150,2684,15833,7,0.5967365967365967,2155.7200000000003,2025-10-17,7,2573,14812,0.7692307692307692,True,14334680.00000001,52.734847656250004,mining,98.95338873650046,41.52811534498759,8375.411764705883,-1.1129457885651195,0.30720877639027405,False
MTSI,994920,151,122,1,2.0,284.01,2025-10-17,1,151,122,2.0,True,14334680.00000001,68.75031249999999,chips,87.10723650750882,35.79945756047588,32872.31707317073,-0.5127710099098163,0.00459353077131399,False
MU,24688830,275052,369698,48,0.09318996415770602,230304.06,2025-10-17,42,213365,313299,0.15507938954832745,False,14334680.00000001,76.26976855468752,chips,87.10723650750882,35.79945756047588,32872.31707317073,-0.3027271554188666,6.490719821333839,False
NEE,11141200,4692,66290,14,0.6229508196721313,5360.95,2025-10-17,13,4061,65072,0.6229508196721313,True,14334680.00000001,44.43414941406251,nuclear,95.37870717181582,61.23384879323365,9451.484848484848,-0.8319672658463155,0.4296679373771638,False
NET,2093810,4319,10519,14,0.3168723319881499,3418.23,2025-10-17,10,2241,8639,0.4324324324324325,True,14334680.00000001,80.12715185546875,ai,79.03060400604784,32.27975642585164,66691.78947368421,0.0339701401384408,0.033602337224498555,False
NGD,18275930,8904,25805,6,0.2857142857142858,6757.43,2025-10-17,2,2672,6313,0.24285714285714285,False,14334680.00000001,98.4377890625,mining,98.95338873650046,41.52811534498759,8375.411764705883,-0.012415677179597505,0.31902909075585395,False
NI,3837400,76,3549,1,0.15384615384615385,64.13,2025-10-17,1,76,3549,0.15384615384615385,True,14334680.00000001,133.00826904296875,nuclear,95.37870717181582,61.23384879323365,9451.484848484848,0.6145222391330561,0.008041064575391393,False
