ticker,adtv_10d,total_opt_vol,sum_oi,unique_strikes,med_rel_spread,ivxvol_sum,nearest_expiry,unique_strikes_near,opt_vol_near,oi_near,med_rel_spread_near,low_adtv_flag,low_adtv_cut,atm_iv_pct,_grp,mean_atm_iv,std_atm_iv,mean_optvol_near,atm_iv_z,vol_ratio,suspicious_flag
META,13008700,295274,338624,94,0.06451612903225812,163483.82,2025-10-17,84,229511,259854,0.09708737864077678,True,14334680.00000001,40.99790447998046,ai,79.03060400604784,32.27975642585164,66691.78947368421,-1.1782213912744528,3.4413681475822795,False
PAAS,6781110,4925,15222,11,0.33333333333333326,5874.3,2025-10-17,11,4151,14585,0.4705459770114942,True,14334680.00000001,82.61736132812501,mining,98.95338873650046,41.52811534498759,8375.411764705883,-0.3933727132249258,0.4956174235507297,False
PANW,5110220,10691,45946,15,0.2510255038344926,5301.94,2025-10-17,12,6353,42229,0.37241379310344835,True,14334680.00000001,50.04932763671876,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.8978158319100287,0.09525910235932143,False
QCOM,8241530,84760,84123,16,0.2856271777003484,38684.82,2025-10-17,16,45714,75548,0.4477611940298507,True,14334680.00000001,52.00243310546875,chips,87.10723650750882,35.79945756047588,32872.31707317073,-0.980595958548748,1.3906534150983296,False
RBLX,6970860,11348,52344,26,0.2980917998968541,11366.1,2025-10-17,24,8147,45532,0.3410526315789473,True,14334680.00000001,74.04811108398437,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.15435348570577134,0.12215896535831759,False
SA,1737390,3551,7091,9,0.3404938271604939,9048.75,2025-10-17,8,2854,4407,0.5049645390070922,True,14334680.00000001,92.871474609375,mining,98.95338873650046,41.52811534498759,8375.411764705883,-0.14645292897597242,0.3407593656501524,False
SHOP,9084320,32263,65317,28,0.13165933005612368,25626.06,2025-10-17,23,26471,55082,0.22950819672131145,True,14334680.00000001,65.43003320312502,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.4213343689306972,0.39691542555542225,False
SNOW,4991820,59286,68311,32,0.17864741641337384,39651.86,2025-10-17,29,46322,57714,0.30769230769230765,True,14334680.00000001,59.570716796875004,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.6028511167323476,0.694568257435619,False
TEAM,3124480,5951,5334,13,0.27100613233276594,9702.59,2025-10-17,12,5382,4286,0.27100613233276594,True,14334680.00000001,62.20740917968751,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.521168580221605,0.0806995889969885,False
TTD,11676310,59416,117369,30,0.20000000000000004,207816.26,2025-10-17,29,54588,104917,0.2168674698795181,True,14334680.00000001,71.5823154296875,ai,79.03060400604784,32.27975642585164,66691.78947368421,-0.2307417837389655,0.818511550384171,False
U,10565740,63373,175109,33,0.2469512195121952,71575.62,2025-10-17,27,36468,148368,0.3999999999999999,True,14334680.00000001,100.6838466796875,ai,79.03060400604784,32.27975642585164,66691.78947368421,0.6707994443321884,0.546813937484611,False
UPST,6329370,57108,158252,39,0.25779504613890236,72403.62000000001,2025-10-17,36,48503,145194,0.4048192771084338,True,14334680.00000001,116.2113564453125,ai,79.03060400604784,32.27975642585164,66691.78947368421,1.151828779274431,0.7272709336902514,False
VST,4267260,12186,41036,18,0.3682336182336182,9361.05,2025-10-17,15,8055,30182,0.5012345679012346,True,14334680.00000001,72.24148852539062,nuclear,95.37870717181582,61.23384879323365,9451.484848484848,-0.3778501450162294,0.8522470415102326,False
