label,side,n,hit,mean_ret,median_ret,p75,p25
S1_bear,K<S,5491,0.6366782006920415,0.014524030862650973,0.013467845708672547,0.04104166700142814,-0.012515334519264643
S1_bear,K>S,12432,0.6360199485199485,0.012882582225030883,0.012761814707718087,0.03471938025234944,-0.013759629084059791
None,K<S,37951,0.6337382414165634,0.008358646365706955,0.010172726844213999,0.02741193957348053,-0.010780498061102312
None,K>S,38166,0.6152858565215112,0.006930193912087078,0.009477493625440954,0.027988540756448674,-0.013843167798863567
S1_bull,K<S,3786,0.5998415213946118,0.0013492484474759284,0.00929801664790186,0.031550802386176885,-0.017864563078665983
S1_bull,K>S,2265,0.5818984547461369,-0.00038070436935808925,0.007911056116712169,0.03421576895095345,-0.028645646103363884
