QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,call_mid,put_mid,T,parity_residual,iv_gap,moneyness,side,score,label
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-22,1513976400,36.0, 0.077650, 0.013440, 0.079030, -0.020440, 0.013420,0.19763, 22.000000, 0.370000, 162 x 8,0.34,0.4,187.5,16.16,16.79, 23 x 30, 0.000000, -0.937700, 0.004110, 0.062360, -0.013870, -0.066420,0.16365, ,16.4,0.096,0.37,16.475,0.09863013698630137,-0.27459578932730366,0.03398000000000001,1.0958503798947985,K>S,0.30366567932730365,None
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-29,1514581200,43.0, 0.171560, 0.022650, 0.151600, -0.032300, 0.034550,0.18934, 268.000000, 1.030000, 208 x 10,0.96,1.05,182.5,11.61,12.35, 328 x 91, 0.000000, -0.867750, 0.020710, 0.126840, -0.022780, -0.142060,0.15986, ,11.4,0.067,1.005,11.98,0.1178082191780822,-0.2315257010574001,0.029480000000000006,1.0666277030976037,K>S,0.2567458410574001,None
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-22,1513976400,36.0, 0.147620, 0.022500, 0.125700, -0.032310, 0.024690,0.18791, 60.000000, 0.780000, 47 x 3,0.74,0.78,182.5,11.6,12.0, 7 x 9, 0.000000, -0.889820, 0.019040, 0.101230, -0.021450, -0.114200,0.15823, ,11.4,0.067,0.76,11.8,0.09863013698630137,-0.18990862242473305,0.029679999999999984,1.0666277030976037,K>S,0.21529986242473304,None
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-22,1513976400,36.0, 0.206470, 0.027900, 0.155600, -0.039190, 0.034200,0.18778, 709.000000, 1.160000, 282 x 20,1.09,1.2,180.0,9.49,9.84, 13 x 163, 11.650000, -0.827480, 0.027750, 0.138390, -0.030060, -0.123300,0.16283, 0.000000,8.9,0.052,1.145,9.665,0.09863013698630137,-0.16006503897343194,0.02495,1.0520163646990064,K>S,0.18140976397343195,None
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-15,1513371600,29.0, 0.082000, 0.016100, 0.074780, -0.023910, 0.011320,0.19164, , 0.340000, 60 x 10,0.34,0.34,185.0,13.76,14.1, 213 x 195, 13.650000, -0.942900, 0.002180, 0.051840, -0.013120, -0.043750,0.14659, 32.000000,13.9,0.081,0.34,13.93,0.07945205479452055,-0.14112344981597502,0.04505000000000001,1.081239041496201,K>S,0.17966372481597503,None
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-15,1513371600,29.0, 0.906490, 0.012680, 0.082260, -0.036450, 0.113360,0.26979, 88.000000, 16.900000, 175 x 5,16.6,16.8,155.0,0.35,0.35, 70 x 45, 0.360000, -0.067700, 0.011300, 0.064110, -0.024860, -0.009320,0.23601, ,16.1,0.094,16.700000000000003,0.35,0.07945205479452055,-0.10593232678981934,0.03377999999999998,0.9059029807130333,K<S,0.13483111678981932,None
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-15,1513371600,29.0, 0.833650, 0.020230, 0.122740, -0.051140, 0.107020,0.25092, 994.000000, 12.250000, 38 x 266,12.1,12.36,160.0,0.64,0.68, 93 x 86, 0.650000, -0.125950, 0.020150, 0.101810, -0.035840, -0.018630,0.20937, ,11.1,0.065,12.23,0.66,0.07945205479452055,0.09820248603916326,0.041549999999999976,0.9351256575102279,K<S,0.13374851103916324,S1_bull
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-08,1512766800,22.0, 0.860400, 0.020320, 0.095250, -0.053010, 0.085360,0.25469, 19.000000, 12.100000, 105 x 192,11.6,12.2,160.0,0.41,0.47, 504 x 542, 0.430000, -0.099150, 0.019170, 0.075650, -0.034290, -0.010620,0.21249, 69.000000,11.1,0.065,11.899999999999999,0.43999999999999995,0.06027397260273973,0.07780891314592076,0.042200000000000015,0.9351256575102279,K<S,0.11391101314592077,S1_bull
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-22,1513976400,36.0, 0.365420, 0.036550, 0.204380, -0.052200, 0.060960,0.18913, 284.000000, 2.570000, 18 x 373,2.41,2.56,175.0,5.81,6.1, 334 x 377, 5.830000, -0.653210, 0.040320, 0.200860, -0.046160, -0.110960,0.16762, 117.000000,3.9,0.023,2.4850000000000003,5.955,0.09863013698630137,-0.09037787207086101,0.02151,1.0227936879018118,K>S,0.108779677070861,None
1510866000, 2017-11-16 16:00,2017-11-16,16.0,171.1, 2017-12-08,1512766800,22.0, 0.081470, 0.019370, 0.065240, -0.025610, 0.008630,0.18143, 135.000000, 0.310000, 502 x 7,0.27,0.31,182.5,11.15,11.7, 6 x 3, 11.200000, -0.944270, 0.003230, 0.044730, -0.013850, -0.034240,0.13874, 20.000000,11.4,0.067,0.29000000000000004,11.425,0.06027397260273973,-0.07137232158633466,0.042690000000000006,1.0666277030976037,K>S,0.10789361658633467,None
