QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,call_mid,put_mid,T,parity_residual,iv_gap,moneyness,side,score,label
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-10,1557518400,30.0, 0.448380, 0.009140, 0.317000, -0.277930, 0.090720,0.53767, 1.000000, 13.980000, 2 x 1,12.36,14.25,285.0,22.3,24.21, 1 x 1, 22.500000, -0.545100, 0.008670, 0.317160, -0.296820, -0.146040,0.5668, 6.000000,8.9,0.032,13.305,23.255000000000003,0.0821917808219178,-1.708650542610954,-0.02912999999999999,1.0324216627422569,K>S,1.748857225110954,S1_bear
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.159520, 0.005270, 0.215860, -0.146800, 0.041750,0.51903, , 3.600000, 14 x 13,3.51,3.7,330.0,56.8,57.99, 52 x 16, 56.600000, -0.850540, 0.005250, 0.205260, -0.141650, -0.301450,0.49745, 1.000000,53.9,0.195,3.605,57.394999999999996,0.10136986301369863,-0.8956833081908044,0.021579999999999988,1.1954356094910341,K>S,0.9254691031908044,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.287580, 0.006890, 0.329550, -0.188160, 0.085870,0.5154, 2.000000, 8.340000, 23 x 10,8.0,8.35,310.0,41.45,42.05, 5 x 5, 0.000000, -0.721750, 0.006990, 0.323330, -0.184050, -0.294700,0.49434, ,33.9,0.123,8.175,41.75,0.12054794520547946,-0.7836243099191194,0.021059999999999968,1.1229849664915776,K>S,0.8126923749191193,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.177680, 0.005350, 0.251820, -0.141270, 0.054080,0.50754, 43.000000, 4.330000, 21 x 16,4.25,4.45,330.0,57.55,58.05, 22 x 16, 0.000000, -0.840690, 0.005300, 0.233400, -0.129390, -0.354970,0.47363, ,53.9,0.195,4.35,57.8,0.12054794520547946,-0.754830530432919,0.033909999999999996,1.1954356094910341,K>S,0.8016348079329191,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.430010, 0.007650, 0.378520, -0.224380, 0.123010,0.5338, 0.000000, 13.560000, 9 x 5,14.49,14.85,290.0,28.0,28.66, 2 x 1, 0.000000, -0.573760, 0.007880, 0.378590, -0.224090, -0.228970,0.51796, ,13.9,0.051,14.67,28.33,0.12054794520547946,-0.7724180894053081,0.015840000000000076,1.050534323492121,K>S,0.7942812494053082,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.256620, 0.006500, 0.311140, -0.177490, 0.077060,0.51296, 1.000000, 7.170000, 17 x 7,6.9,7.14,315.0,45.25,45.81, 4 x 16, 48.800000, -0.755530, 0.006640, 0.302130, -0.170760, -0.310870,0.48785, 0.000000,38.9,0.141,7.02,45.53,0.12054794520547946,-0.7426758650475591,0.025109999999999966,1.1410976272414417,K>S,0.777333942547559,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.201620, 0.005710, 0.272330, -0.153090, 0.061110,0.50924, 5.000000, 5.300000, 12 x 11,5.01,5.24,325.0,53.3,53.85, 16 x 16, 0.000000, -0.814940, 0.005720, 0.257190, -0.143430, -0.340620,0.47842, ,48.9,0.177,5.125,53.575,0.12054794520547946,-0.7307789753044318,0.030820000000000014,1.17732294874117,K>S,0.7733182803044318,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.273110, 0.006690, 0.320690, -0.183880, 0.082120,0.51575, 7.000000, 7.700000, 12 x 15,7.5,7.76,312.5,43.34,43.96, 5 x 30, 46.800000, -0.738690, 0.006860, 0.313910, -0.178140, -0.303250,0.49223, 0.000000,36.4,0.132,7.63,43.650000000000006,0.12054794520547946,-0.7406500874833668,0.02352000000000004,1.1320412968665097,K>S,0.7731135674833669,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.209570, 0.006260, 0.255010, -0.174650, 0.054520,0.51919, 279.000000, 5.080000, 13 x 10,4.94,5.15,320.0,48.41,49.0, 21 x 4, 49.920000, -0.802420, 0.006300, 0.245110, -0.167210, -0.278710,0.49565, 4.000000,43.9,0.159,5.045,48.705,0.10136986301369863,-0.7252174587803495,0.02354000000000006,1.1592102879913058,K>S,0.7577085437803496,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.320370, 0.007150, 0.345820, -0.198770, 0.095090,0.5186, 12.000000, 9.750000, 18 x 7,9.35,9.7,305.0,37.79,38.35, 30 x 4, 40.000000, -0.687740, 0.007300, 0.341490, -0.195570, -0.278780,0.49822, 1.000000,28.9,0.105,9.524999999999999,38.07,0.12054794520547946,-0.7295727547906807,0.020379999999999954,1.1048723057417134,K>S,0.7577022497906807,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.228770, 0.006170, 0.292440, -0.166030, 0.068910,0.5115, 5.000000, 6.190000, 19 x 22,5.89,6.15,320.0,49.21,49.7, 22 x 14, 52.850000, -0.786550, 0.006270, 0.279720, -0.157000, -0.326270,0.48205, 0.000000,43.9,0.159,6.02,49.455,0.12054794520547946,-0.6917274201759938,0.029449999999999976,1.1592102879913058,K>S,0.7323757826759937,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.242270, 0.006280, 0.301720, -0.171780, 0.073030,0.5116, 1.000000, 5.970000, 10 x 16,6.35,6.65,317.5,47.2,47.69, 23 x 14, 0.000000, -0.771690, 0.006390, 0.291180, -0.163250, -0.318490,0.48465, ,41.4,0.15,6.5,47.445,0.12054794520547946,-0.6897016426118014,0.02695000000000003,1.1501539576163737,K>S,0.7268993801118014,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.182530, 0.005730, 0.235800, -0.159960, 0.047630,0.51805, 53.000000, 4.400000, 30 x 17,4.15,4.36,325.0,52.55,53.15, 43 x 4, 52.250000, -0.831390, 0.005780, 0.221670, -0.150220, -0.292170,0.49005, 2.000000,48.9,0.177,4.255000000000001,52.849999999999994,0.10136986301369863,-0.6804503834855709,0.028000000000000025,1.17732294874117,K>S,0.7190973834855708,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.238390, 0.006720, 0.274860, -0.189180, 0.060980,0.52151, 49.000000, 6.250000, 18 x 15,5.9,6.1,315.0,44.36,44.91, 51 x 6, 48.200000, -0.771830, 0.006790, 0.267110, -0.183050, -0.266120,0.49924, 1.000000,38.9,0.141,6.0,44.635,0.10136986301369863,-0.6799845340751247,0.022270000000000012,1.1410976272414417,K>S,0.7107227015751247,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.410680, 0.007610, 0.375600, -0.220730, 0.118820,0.53147, 4.000000, 13.050000, 7 x 8,13.51,13.91,292.5,29.5,30.0, 3 x 5, 0.000000, -0.594420, 0.007820, 0.374040, -0.218930, -0.237520,0.51193, ,16.4,0.06,13.71,29.75,0.12054794520547946,-0.664443866969556,0.019540000000000002,1.059590653867053,K>S,0.691413951969556,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-10,1557518400,30.0, 0.540510, 0.009070, 0.317560, -0.282610, 0.105610,0.54482, 4.000000, 19.080000, 30 x 10,16.74,18.95,275.0,15.85,17.75, 1 x 35, 17.070000, -0.459250, 0.009120, 0.317590, -0.283790, -0.121170,0.54276, 273.000000,1.1,0.004,17.845,16.8,0.0821917808219178,-0.6808278150152951,0.0020599999999999508,0.9961963412425285,K<S,0.683671130015295,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.304660, 0.006990, 0.337800, -0.194520, 0.090870,0.5187, 1.000000, 9.100000, 12 x 6,8.75,9.0,307.5,39.55,40.1, 22 x 12, 43.000000, -0.706040, 0.007190, 0.331590, -0.189390, -0.287400,0.49409, 0.000000,31.4,0.114,8.875,39.825,0.12054794520547946,-0.6465985323548722,0.024610000000000076,1.1139286361166454,K>S,0.6805664848548723,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.338590, 0.007270, 0.353620, -0.204220, 0.099390,0.52238, 1.000000, 10.700000, 14 x 6,10.15,10.46,302.5,36.05,36.5, 12 x 4, 36.400000, -0.670430, 0.007450, 0.349300, -0.200950, -0.270690,0.49984, 4.000000,26.4,0.096,10.305,36.275,0.12054794520547946,-0.6425469772264307,0.02253999999999995,1.0958159753667813,K>S,0.6736578122264306,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.373900, 0.007470, 0.366040, -0.213490, 0.109050,0.5264, 1.000000, 14.800000, 13 x 8,11.75,12.1,297.5,32.64,33.2, 5 x 5, 0.000000, -0.632440, 0.007710, 0.363380, -0.210920, -0.254530,0.5057, ,21.4,0.078,11.925,32.92,0.12054794520547946,-0.6434954220979954,0.02069999999999994,1.0777033146169173,K>S,0.6720665970979953,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.447920, 0.007610, 0.381400, -0.226790, 0.127500,0.53655, 3.000000, 16.100000, 7 x 5,15.5,15.9,287.5,26.49,27.0, 6 x 6, 27.500000, -0.554910, 0.007860, 0.381210, -0.225470, -0.220490,0.51822, 1.000000,11.4,0.041,15.7,26.744999999999997,0.12054794520547946,-0.6453923118411176,0.018329999999999957,1.041477993117189,K>S,0.6706922943411175,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.617100, 0.006940, 0.367600, -0.229780, 0.161720,0.56585, 5.000000, 28.000000, 9 x 2,26.85,27.4,265.0,15.6,15.95, 6 x 8, 15.610000, -0.380260, 0.007210, 0.368090, -0.229630, -0.147520,0.54895, 33.000000,11.1,0.04,27.125,15.774999999999999,0.12054794520547946,-0.6421603137631209,0.016899999999999915,0.9599710197428002,K<S,0.6654865387631208,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.467760, 0.007630, 0.384060, -0.229550, 0.132440,0.53982, 8.000000, 17.000000, 9 x 7,16.55,17.0,285.0,25.11,25.54, 12 x 11, 25.630000, -0.535490, 0.007870, 0.383290, -0.228400, -0.212400,0.52115, 5.000000,8.9,0.032,16.775,25.325,0.12054794520547946,-0.638366534276873,0.018669999999999964,1.0324216627422569,K>S,0.6641358017768729,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.356660, 0.007360, 0.359850, -0.209250, 0.104230,0.52443, 1.000000, 10.750000, 13 x 9,10.96,11.25,300.0,34.35,34.8, 12 x 11, 34.700000, -0.651130, 0.007610, 0.356490, -0.205990, -0.262510,0.50285, 4.000000,23.9,0.087,11.105,34.575,0.12054794520547946,-0.630521199662244,0.021579999999999933,1.0867596449918493,K>S,0.6603069946622439,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.486380, 0.007580, 0.384460, -0.231110, 0.136260,0.54141, 8.000000, 18.600000, 6 x 5,17.65,18.1,282.5,23.71,24.15, 6 x 5, 25.450000, -0.515940, 0.007920, 0.384780, -0.229700, -0.203830,0.52323, 0.000000,6.4,0.023,17.875,23.93,0.12054794520547946,-0.6313407567126816,0.018179999999999974,1.0233653323673246,K>S,0.6564337017126816,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.342140, 0.007740, 0.325560, -0.228220, 0.085190,0.53221, 512.000000, 9.900000, 1 x 10,9.7,9.96,300.0,33.2,33.75, 4 x 5, 33.470000, -0.664630, 0.008010, 0.322520, -0.226160, -0.223890,0.51366, 6.000000,23.9,0.087,9.83,33.475,0.10136986301369863,-0.6292857599593944,0.018549999999999955,1.0867596449918493,K>S,0.6548893974593943,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.598620, 0.007060, 0.372770, -0.231930, 0.158840,0.56162, 2.000000, 26.250000, 6 x 4,25.4,25.9,267.5,16.6,16.95, 12 x 6, 18.550000, -0.398990, 0.007340, 0.372790, -0.231310, -0.155290,0.54534, 0.000000,8.6,0.031,25.65,16.775,0.12054794520547946,-0.6291860913273126,0.01627999999999996,0.9690273501177322,K<S,0.6516565613273125,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.304890, 0.007520, 0.310820, -0.216000, 0.076710,0.52783, 37.000000, 8.770000, 30 x 8,8.24,8.5,305.0,36.74,37.24, 47 x 6, 40.000000, -0.703500, 0.007630, 0.306780, -0.213040, -0.238260,0.50866, 0.000000,28.9,0.105,8.370000000000001,36.99,0.10136986301369863,-0.6245186846646753,0.01917000000000002,1.1048723057417134,K>S,0.6509780771646754,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.271340, 0.007090, 0.294280, -0.203610, 0.068720,0.52595, 218.000000, 7.200000, 3 x 12,6.99,7.25,310.0,40.4,41.01, 30 x 4, 40.650000, -0.739370, 0.007280, 0.287420, -0.197730, -0.253300,0.50263, 6.000000,33.9,0.123,7.12,40.705,0.10136986301369863,-0.6097516093699014,0.023320000000000007,1.1229849664915776,K>S,0.6419390393699014,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.580850, 0.007200, 0.376180, -0.232430, 0.156070,0.55881, 1.000000, 25.400000, 5 x 2,24.0,24.5,270.0,17.65,18.05, 10 x 6, 17.370000, -0.418480, 0.007440, 0.376520, -0.232320, -0.162840,0.54088, 3.000000,6.1,0.022,24.25,17.85,0.12054794520547946,-0.6162118688915612,0.01793,0.9780836804926644,K<S,0.6409597513915612,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.524760, 0.007560, 0.384180, -0.233120, 0.145250,0.5484, 5.000000, 20.840000, 6 x 5,20.04,20.51,277.5,21.11,21.55, 7 x 7, 21.050000, -0.476150, 0.007760, 0.384530, -0.232240, -0.187130,0.53026, 9.000000,1.4,0.005,20.275,21.33,0.12054794520547946,-0.6072892015842442,0.018140000000000045,1.0052526716174606,K>S,0.6323269365842442,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.505350, 0.007580, 0.385030, -0.233050, 0.140510,0.5467, 7.000000, 19.630000, 13 x 7,18.95,19.29,280.0,22.45,22.85, 12 x 6, 22.650000, -0.496200, 0.007830, 0.385390, -0.232320, -0.195020,0.52749, 24.000000,3.9,0.014,19.119999999999997,22.65,0.12054794520547946,-0.5943149791484359,0.01920999999999995,1.0143090019923926,K>S,0.6208295816484358,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.419580, 0.008150, 0.346490, -0.247680, 0.102830,0.5421, 148.000000, 13.360000, 30 x 7,13.15,13.55,290.0,26.75,27.25, 42 x 6, 26.200000, -0.584150, 0.008400, 0.345790, -0.247130, -0.194260,0.52559, 23.000000,13.9,0.051,13.350000000000001,27.0,0.10136986301369863,-0.5938199105489375,0.016510000000000025,1.050534323492121,K>S,0.6166078380489375,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.561900, 0.007310, 0.379660, -0.234430, 0.152450,0.5573, 3.000000, 23.600000, 12 x 6,22.75,23.14,272.5,18.8,19.2, 6 x 6, 19.350000, -0.437210, 0.007550, 0.380710, -0.232870, -0.171070,0.53827, 3.000000,3.6,0.013,22.945,19.0,0.12054794520547946,-0.5832376464558067,0.01902999999999999,0.9871400108675964,K<S,0.6095038039558066,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.543270, 0.007420, 0.382080, -0.234510, 0.149160,0.55261, 11.000000, 22.140000, 13 x 6,21.4,21.81,275.0,19.95,20.34, 12 x 8, 19.710000, -0.456780, 0.007720, 0.382410, -0.233480, -0.178650,0.5339, 14.000000,1.1,0.004,21.604999999999997,20.145,0.12054794520547946,-0.58026342402,0.018710000000000004,0.9961963412425285,K<S,0.60608790152,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.501140, 0.008110, 0.353880, -0.258850, 0.118840,0.55665, 132.000000, 18.000000, 14 x 14,17.6,17.94,280.0,21.26,21.59, 14 x 30, 21.300000, -0.500330, 0.008310, 0.354050, -0.258450, -0.164830,0.54004, 210.000000,3.9,0.014,17.770000000000003,21.425,0.10136986301369863,-0.5583540611384841,0.016610000000000014,1.0143090019923926,K>S,0.5812800136384841,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.460160, 0.008160, 0.351430, -0.253780, 0.111630,0.54895, 101.000000, 16.100000, 30 x 13,15.25,15.6,285.0,23.91,24.2, 14 x 2, 23.510000, -0.542000, 0.008380, 0.351400, -0.253250, -0.179670,0.53157, 58.000000,8.9,0.032,15.425,24.055,0.10136986301369863,-0.5535869858437117,0.017380000000000062,1.0324216627422569,K>S,0.5775757308437117,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.716540, 0.005850, 0.324970, -0.211860, 0.171430,0.59131, 1.000000, 37.500000, 5 x 6,36.6,37.21,250.0,10.41,10.65, 17 x 9, 10.490000, -0.277780, 0.006060, 0.323710, -0.209820, -0.106990,0.57179, 53.000000,26.1,0.094,36.905,10.530000000000001,0.12054794520547946,-0.5450056483777814,0.019519999999999982,0.9056330374932077,K<S,0.5719481283777814,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.380940, 0.008010, 0.338070, -0.240180, 0.094130,0.54, 72.000000, 11.650000, 2 x 7,11.5,11.65,295.0,29.9,30.4, 30 x 8, 29.300000, -0.624630, 0.008170, 0.335990, -0.237890, -0.209110,0.52037, 9.000000,18.9,0.069,11.575,30.15,0.10136986301369863,-0.5390528352541644,0.019630000000000036,1.068646984241985,K>S,0.5661471427541644,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.581870, 0.007660, 0.345730, -0.259360, 0.132570,0.5704, 271.000000, 23.300000, 5 x 5,22.7,23.2,270.0,16.55,16.71, 2 x 5, 16.170000, -0.417770, 0.007970, 0.345840, -0.259550, -0.136420,0.5542, 175.000000,6.1,0.022,22.95,16.630000000000003,0.10136986301369863,-0.5428882117280374,0.016199999999999992,0.9780836804926644,K<S,0.5652482617280373,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-17,1558123200,37.0, 0.619930, 0.007420, 0.336780, -0.255230, 0.138850,0.57758, 84.000000, 26.200000, 1 x 11,25.65,26.05,265.0,14.4,14.7, 18 x 7, 14.170000, -0.377450, 0.007640, 0.337120, -0.255760, -0.122710,0.56257, 203.000000,11.1,0.04,25.85,14.55,0.10136986301369863,-0.5426552870227503,0.015009999999999968,0.9599710197428002,K<S,0.5633728395227503,None
1554926400, 2019-04-10 16:00,2019-04-10,16.0,276.05, 2019-05-24,1558728000,44.0, 0.684510, 0.006190, 0.341340, -0.219680, 0.169920,0.5844, 6.000000, 32.250000, 11 x 5,33.29,33.74,255.0,11.96,12.25, 12 x 8, 11.830000, -0.309820, 0.006490, 0.340990, -0.217630, -0.119230,0.56427, 1.000000,21.1,0.076,33.515,12.105,0.12054794520547946,-0.5340572035062188,0.02012999999999998,0.9237456982430718,K<S,0.5618416360062187,None
